Time,LF_FOOT_X,LF_FOOT_Y,LF_FOOT_Z,LH_FOOT_X,LH_FOOT_Y,LH_FOOT_Z,RF_FOOT_X,RF_FOOT_Y,RF_FOOT_Z,RH_FOOT_X,RH_FOOT_Y,RH_FOOT_Z,Base_lin_vel_X,Base_lin_vel_Y,Base_lin_vel_Z
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038688569329679012,0.03207313269376755,-0.4532477855682373
1,0.0,0.0,0.0,4.118214565096423e-05,0.0,306.5086669921875,0.0,0.0,0.0,0.0,0.0,0.0,-0.4421488344669342,-0.213707834482193,-0.43092772364616394
2,5.961097122053616e-05,0.0,443.6698913574219,0.0,0.0,0.0,0.0,0.0,0.0,3.076769280596636e-05,0.0,228.99639892578125,-0.7180395722389221,-0.16544708609580994,-0.20164982974529266
3,2.1530671801883727e-05,0.0,160.24752807617188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2998448610305786,-0.2697843015193939,-0.004735639318823814
4,0.0,0.0,0.0,3.4951692214235663e-05,0.0,260.13690185546875,3.084434865741059e-05,0.0,229.56692504882812,0.0,0.0,0.0,-1.3223484754562378,-0.36457499861717224,-0.05203916132450104
5,4.3133906729053706e-05,0.0,321.0351257324219,0.0,0.0,0.0,0.0,0.0,0.0,3.205296161468141e-05,0.0,238.56234741210938,-1.3065416812896729,-0.47456640005111694,-0.017658241093158722
6,0.0,0.0,0.0,4.114479452255182e-05,0.0,306.23065185546875,4.762291791848838e-05,0.0,354.44573974609375,0.0,0.0,0.0,-1.1497247219085693,-0.4843990206718445,-0.029059728607535362
7,3.2189036573981866e-05,0.0,239.5751190185547,0.0,0.0,0.0,0.0,0.0,0.0,4.244016236043535e-05,0.0,315.87176513671875,-1.2113759517669678,-0.7817777991294861,0.017784932628273964
8,6.511406809295295e-07,0.0,4.846281051635742,3.6961711884941906e-05,0.0,275.0969543457031,0.0,0.0,0.0,0.0,0.0,0.0,-1.379544973373413,-0.8266186714172363,-0.21582090854644775
9,0.0,0.0,0.0,4.314688703743741e-05,0.0,321.1317443847656,3.203592132194899e-05,0.0,238.43553161621094,0.0,0.0,0.0,-1.1118295192718506,-1.028986930847168,0.11662206053733826
10,3.327107697259635e-05,0.0,247.6284942626953,0.0,0.0,0.0,0.0,0.0,0.0,2.7537604182725772e-05,0.0,204.9556427001953,-1.1907875537872314,-1.1217930316925049,0.019248351454734802
11,0.0,0.0,0.0,4.187121521681547e-05,0.0,311.6372375488281,3.495183409540914e-05,0.0,260.137939453125,0.0,0.0,0.0,-1.0213607549667358,-1.1120414733886719,0.10470841825008392
