Time,LF_FOOT_X,LF_FOOT_Y,LF_FOOT_Z,LH_FOOT_X,LH_FOOT_Y,LH_FOOT_Z,RF_FOOT_X,RF_FOOT_Y,RF_FOOT_Z,RH_FOOT_X,RH_FOOT_Y,RH_FOOT_Z,Base_lin_vel_X,Base_lin_vel_Y,Base_lin_vel_Z
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020966792479157448,0.010783432982861996,-0.4400125741958618
1,2.4680508431629278e-05,0.0,183.6909942626953,1.1988638107141014e-05,0.0,89.22850036621094,7.053022727632197e-06,0.0,52.49392318725586,2.9063308829790913e-05,0.0,216.31109619140625,-0.1471044421195984,0.15743839740753174,-0.049137674272060394
2,2.61755267274566e-05,0.0,194.8180389404297,0.0,0.0,0.0,0.0,0.0,0.0,3.791469498537481e-05,0.0,282.1897888183594,-0.04882968217134476,0.38269782066345215,0.0014411509037017822
3,0.0,0.0,0.0,3.055970591958612e-05,0.0,227.4484100341797,4.121852543903515e-05,0.0,306.7794189453125,0.0,0.0,0.0,0.03465297445654869,0.5077031254768372,-0.08203952014446259
4,4.0371942304773256e-05,0.0,300.478515625,0.0,0.0,0.0,0.0,0.0,0.0,5.478876846609637e-05,0.0,407.7794189453125,0.037937574088573456,0.5879949927330017,-0.08162810653448105
5,0.0,0.0,0.0,9.237794074579142e-06,0.0,68.754638671875,2.6842119041248225e-05,0.0,199.77932739257812,1.1169542631250806e-05,0.0,83.1321792602539,0.2195698767900467,0.7544406652450562,0.042558472603559494
6,0.0,0.0,0.0,4.080556391272694e-05,0.0,303.7058410644531,3.536380972946063e-05,0.0,263.20416259765625,2.1778892005386297e-06,0.0,16.209497451782227,0.04655615612864494,0.8198431730270386,-0.03395812213420868
7,3.099961395491846e-05,0.0,230.72251892089844,0.0,0.0,0.0,0.0,0.0,0.0,3.976167135988362e-05,0.0,295.9364013671875,0.20648226141929626,0.7586785554885864,-0.05035749822854996
8,0.0,0.0,0.0,3.259522418375127e-05,0.0,242.5982666015625,3.1274092179955915e-05,0.0,232.76541137695312,0.0,0.0,0.0,0.08023027330636978,0.9056217074394226,0.06251747906208038
9,2.970739660668187e-05,0.0,221.10488891601562,0.0,0.0,0.0,0.0,0.0,0.0,4.3017585994675756e-05,0.0,320.16937255859375,0.16243918240070343,0.9020000696182251,-0.025987621396780014
10,0.0,0.0,0.0,3.4729691833490506e-05,0.0,258.4845886230469,3.205269240424968e-05,0.0,238.56036376953125,0.0,0.0,0.0,0.13583271205425262,0.9704955220222473,0.05687367543578148
11,8.182934107026085e-05,0.0,609.0358276367188,0.0,0.0,0.0,0.0,0.0,0.0,4.062848529429175e-05,0.0,302.38787841796875,0.14939317107200623,1.1307321786880493,-0.11792583763599396
12,0.0,0.0,0.0,3.762800042750314e-05,0.0,280.0559997558594,4.3795633246190846e-05,0.0,325.960205078125,0.0,0.0,0.0,0.2113138884305954,1.1680995225906372,0.03100397065281868
13,0.0,0.0,0.0,1.4636831338066258e-06,0.0,10.89383602142334,0.0,0.0,0.0,0.0,0.0,0.0,0.0008817396592348814,1.3427211046218872,-0.19544681906700134
14,0.0,0.0,0.0,0.0,0.0,0.0,3.111844853265211e-05,0.0,231.6070098876953,1.3416552064882126e-05,0.0,99.85611724853516,0.20965129137039185,1.3318318128585815,0.05168516933917999
15,0.0,0.0,0.0,3.63309372914955e-05,0.0,270.4022521972656,1.3261473213788122e-05,0.0,98.701904296875,0.0,0.0,0.0,-0.12966911494731903,1.4316374063491821,-0.04176175594329834
16,1.3774269973509945e-05,0.0,102.51852416992188,0.0,0.0,0.0,1.9517372493282892e-05,0.0,145.26303100585938,9.942295946530066e-06,0.0,73.9980697631836,0.17062512040138245,1.461580753326416,-0.11881396174430847
17,6.340366962831467e-05,0.0,471.8979797363281,0.0,0.0,0.0,0.0,0.0,0.0,1.9616869394667447e-05,0.0,146.00355529785156,-0.07456918805837631,1.46639084815979,-0.1978714019060135
18,0.0,0.0,0.0,0.0,0.0,0.0,3.4636977943591774e-05,0.0,257.7945556640625,0.0,0.0,0.0,0.08361421525478363,1.4803290367126465,0.07316679507493973
19,0.0,0.0,0.0,1.2024692296108697e-05,0.0,89.49684143066406,9.672663509263657e-06,0.0,71.99127197265625,1.4692773220303934e-05,0.0,109.35472106933594,-0.34740570187568665,1.5664167404174805,-0.0921667292714119
20,0.0,0.0,0.0,3.739340900210664e-05,0.0,278.30999755859375,3.3192434784723446e-05,0.0,247.04318237304688,4.0380718928645365e-06,0.0,30.05438232421875,-0.12662094831466675,1.5071443319320679,-0.17517614364624023
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29491299390792847,1.4587101936340332,-0.08848357200622559
22,2.181687523261644e-05,0.0,162.37767028808594,0.0,0.0,0.0,8.318089385284111e-06,0.0,61.90950393676758,1.5526853758274228e-07,0.0,1.1556257009506226,-0.0013188915327191353,1.3394509553909302,0.09910529851913452
23,0.0,0.0,0.0,2.8035456125508063e-05,0.0,208.66102600097656,2.9953549528727308e-05,0.0,222.9369354248047,0.0,0.0,0.0,-0.33161836862564087,1.2169381380081177,-0.01945561170578003
24,3.9991307858144864e-05,0.0,297.6455078125,0.0,0.0,0.0,1.3698870588996215e-06,0.0,10.195734024047852,3.000774813699536e-05,0.0,223.34034729003906,-0.07815519720315933,1.049304485321045,0.06328725069761276
25,0.0,0.0,0.0,3.491827374091372e-05,0.0,259.88818359375,3.593843575799838e-05,0.0,267.4809875488281,0.0,0.0,0.0,-0.2823142111301422,0.8443272709846497,-0.024273496121168137
26,4.1223618609365076e-05,0.0,306.8173522949219,0.0,0.0,0.0,0.0,0.0,0.0,3.1820211006561294e-05,0.0,236.83006286621094,-0.23820069432258606,0.6779308319091797,-0.022885087877511978
27,2.766772740869783e-05,0.0,205.92413330078125,2.1637684767483734e-05,0.0,161.04400634765625,0.0,0.0,0.0,2.249406861665193e-05,0.0,167.41786193847656,-0.22628505527973175,0.6105927228927612,0.08123622089624405
28,0.0,0.0,0.0,3.345538061694242e-05,0.0,249.0001983642578,3.479715815046802e-05,0.0,258.9867248535156,4.24094059781055e-06,0.0,31.56428337097168,-0.23061172664165497,0.3573281466960907,-0.0077951038256287575
29,0.0,0.0,0.0,3.795997690758668e-05,0.0,282.52679443359375,2.4216018573497422e-05,0.0,180.23390197753906,0.0,0.0,0.0,-0.188001811504364,0.2100527584552765,0.013276053592562675
30,1.2020780559396371e-05,0.0,89.46772766113281,2.6744399292510934e-05,0.0,199.05203247070312,1.4952865967643447e-05,0.0,111.29052734375,1.2524054909590632e-05,0.0,93.2134780883789,-0.09850083291530609,0.20776483416557312,0.010565895587205887
31,3.7812289519933984e-05,0.0,281.4276123046875,0.0,0.0,0.0,0.0,0.0,0.0,3.240722435293719e-05,0.0,241.19903564453125,-0.01144332718104124,0.0604950413107872,0.026867054402828217
32,7.247949270094978e-06,0.0,53.9447135925293,2.8024503990309313e-05,0.0,208.5795440673828,2.847250107151922e-05,0.0,211.91387939453125,2.8472190933825914e-06,0.0,21.1911563873291,-0.04453452304005623,0.03708934038877487,0.03731142729520798
33,0.0,0.0,0.0,3.3156247809529305e-05,0.0,246.77383422851562,3.3352502214256674e-05,0.0,248.23451232910156,0.0,0.0,0.0,-0.04656499996781349,-0.018986403942108154,0.04355382174253464
34,0.0,0.0,0.0,3.356159140821546e-05,0.0,249.79071044921875,3.424442547839135e-05,0.0,254.87286376953125,2.193519776483299e-06,0.0,16.32583236694336,-0.060700006783008575,-0.043617550283670425,0.0396096408367157
35,0.0,0.0,0.0,2.601090272946749e-05,0.0,193.59278869628906,3.546325388015248e-05,0.0,263.9443054199219,0.0,0.0,0.0,-0.023216770961880684,0.008813616819679737,-0.011043633334338665
36,0.0,0.0,0.0,3.434042082517408e-05,0.0,255.58734130859375,3.087708682869561e-05,0.0,229.8105926513672,1.1174712199135683e-05,0.0,83.170654296875,-0.05477738007903099,-0.021085960790514946,-0.004034972283989191
37,0.0,0.0,0.0,2.8349470085231587e-05,0.0,210.99818420410156,3.463701796135865e-05,0.0,257.7948303222656,9.116211572290922e-07,0.0,6.78497314453125,-0.023369288071990013,0.018312694504857063,-0.027526075020432472
38,0.0,0.0,0.0,3.0382530894712545e-05,0.0,226.12974548339844,2.3169613996287808e-05,0.0,172.44578552246094,4.236733275320148e-06,0.0,31.532970428466797,-0.03841214254498482,0.01801181212067604,0.030394483357667923
39,0.0,0.0,0.0,3.166880560456775e-05,0.0,235.70315551757812,3.879726500599645e-05,0.0,288.758544921875,0.0,0.0,0.0,0.0,0.0,0.0
40,3.221852603019215e-05,0.0,239.79461669921875,2.0627023786801146e-06,0.0,15.352190017700195,3.2163427476916695e-06,0.0,23.938453674316406,4.078160782228224e-05,0.0,303.5275573730469,-0.4685869514942169,0.04686165601015091,-0.22507721185684204
41,1.437765149603365e-05,0.0,107.00935363769531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.636999249458313,0.19853895902633667,-0.7436860799789429
