Time,LF_FOOT_X,LF_FOOT_Y,LF_FOOT_Z,LH_FOOT_X,LH_FOOT_Y,LH_FOOT_Z,RF_FOOT_X,RF_FOOT_Y,RF_FOOT_Z,RH_FOOT_X,RH_FOOT_Y,RH_FOOT_Z,Base_lin_vel_X,Base_lin_vel_Y,Base_lin_vel_Z
0,0.0,0.0,0.0,4.380582140584011e-06,0.0,32.603599548339844,0.0,0.0,0.0,0.0,0.0,0.0,-0.009536221623420715,-0.05029810965061188,0.6061780452728271
1,0.0,0.0,0.0,1.036978801494115e-06,0.0,7.717979907989502,2.1240790374577045e-05,0.0,158.0900115966797,0.0,0.0,0.0,-0.016757121309638023,8.210726082324982e-05,0.3504091501235962
2,0.0,0.0,0.0,1.9889102986780927e-06,0.0,14.802972793579102,0.0,0.0,0.0,0.0,0.0,0.0,-0.14221420884132385,-0.036535512655973434,0.016491297632455826
3,0.0,0.0,0.0,0.0,0.0,0.0,1.2509627595136408e-05,0.0,93.1061019897461,0.0,0.0,0.0,-0.13241487741470337,-0.07312777638435364,-0.30481767654418945
4,0.0,0.0,0.0,3.556485171429813e-05,0.0,264.7004699707031,3.2965221180347726e-05,0.0,245.35208129882812,0.0,0.0,0.0,-0.17028450965881348,-0.03885011002421379,-0.4777582287788391
5,3.982069392804988e-05,0.0,296.37567138671875,4.999859447707422e-05,0.0,372.1273193359375,1.7802854927140288e-05,0.0,132.50228881835938,0.0,0.0,0.0,-0.2296193391084671,-0.0073823630809783936,-0.3756387531757355
6,2.81831144093303e-05,0.0,209.76002502441406,3.865781764034182e-05,0.0,287.7206726074219,1.432953831681516e-05,0.0,106.6512451171875,0.0,0.0,0.0,-0.280220627784729,-0.08977379649877548,-0.3008665442466736
7,0.0,0.0,0.0,3.973031198256649e-05,0.0,295.7029724121094,2.1919788196100853e-05,0.0,163.1436309814453,0.0,0.0,0.0,-0.41224414110183716,-0.13414403796195984,-0.2607109844684601
8,7.313038167922059e-06,0.0,54.42915725708008,5.6505239626858383e-05,0.0,420.5546875,1.4492691661871504e-05,0.0,107.86556243896484,0.0,0.0,0.0,-0.426913321018219,-0.1338835507631302,-0.22881266474723816
9,1.9734286979655735e-05,0.0,146.87747192382812,3.5116696381010115e-05,0.0,261.364990234375,3.736683765964699e-06,0.0,27.81122398376465,3.54321782651823e-05,0.0,263.7130432128906,-0.37234726548194885,-0.1340637058019638,-0.16911101341247559
