Time,LF_FOOT_X,LF_FOOT_Y,LF_FOOT_Z,LH_FOOT_X,LH_FOOT_Y,LH_FOOT_Z,RF_FOOT_X,RF_FOOT_Y,RF_FOOT_Z,RH_FOOT_X,RH_FOOT_Y,RH_FOOT_Z,Base_lin_vel_X,Base_lin_vel_Y,Base_lin_vel_Z,joint0_pos,joint1_pos,joint2_pos,joint3_pos,joint4_pos,joint5_pos,joint6_pos,joint7_pos,joint8_pos,joint9_pos,joint10_pos,joint11_pos,obs
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04233737289905548,0.037768688052892685,0.5403928160667419,-0.003163354704156518,-0.0167084913700819,-0.003581713419407606,-0.01697642169892788,0.23217859864234924,-0.1935146003961563,0.18458011746406555,-0.23711620271205902,-0.3806474804878235,0.3619902431964874,-0.31539610028266907,0.41991108655929565,"[0.04233737289905548, 0.037768688052892685, 0.5403928160667419, -0.0051944502629339695, -0.00842520222067833, -0.9999510645866394, -6.002272129058838, -0.04860004410147667, -0.02108800783753395, 0.008035898208618164]"
1,0.0,0.0,0.0,5.654419155121104e-08,0.0,0.4208446145057678,1.1553364856808912e-05,0.0,85.9888687133789,0.0,0.0,0.0,0.018027324229478836,0.09924986213445663,0.374968945980072,-0.03129182383418083,-0.03618920221924782,-0.006117261480540037,-0.02449042722582817,0.4099094867706299,-0.2981973886489868,0.25304412841796875,-0.392691045999527,-0.6775809526443481,0.5438209176063538,-0.43922361731529236,0.7184796929359436,"[0.018027324229478836, 0.09924986213445663, 0.374968945980072, -0.01332168374210596, -0.01396068837493658, -0.9998137354850769, -6.002322196960449, -0.0969751849770546, -0.039639171212911606, 0.0157473087310791]"
2,0.0,0.0,0.0,8.155127943609841e-06,0.0,60.69662094116211,0.0,0.0,0.0,0.0,0.0,0.0,-0.059315070509910583,0.053513798862695694,0.06557627767324448,-0.08829285949468613,-0.1428661048412323,0.040682800114154816,0.005235216114670038,0.5622807741165161,-0.42088180780410767,0.2540184557437897,-0.5183910727500916,-0.9090002179145813,0.6356357932090759,-0.525689423084259,0.9606944918632507,"[-0.059315070509910583, 0.053513798862695694, 0.06557627767324448, -0.01514322031289339, -0.022201843559741974, -0.9996387362480164, -5.998593807220459, -0.19399456679821014, -0.04766232520341873, 0.03144693374633789]"
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1273927539587021,0.011078888550400734,-0.23914824426174164,-0.12454184889793396,-0.17467769980430603,0.1255396455526352,0.07683852314949036,0.5851130485534668,-0.4917163848876953,0.14117756485939026,-0.6188473701477051,-0.9143056869506836,0.675580620765686,-0.5006163716316223,0.962329626083374,"[-0.1273927539587021, 0.011078888550400734, -0.23914824426174164, -0.004340640734881163, -0.024189027026295662, -0.9996979832649231, -5.990681171417236, -0.29435187578201294, -0.0433809831738472, 0.04807782173156738]"
4,1.6726124158594757e-05,0.0,124.48844909667969,0.0,0.0,0.0,0.0,0.0,0.0,4.700534191215411e-05,0.0,349.8492736816406,-0.10508809983730316,-0.021562010049819946,-0.6255408525466919,-0.17198850214481354,-0.18650823831558228,0.1691121757030487,0.14088808000087738,0.47324660420417786,-0.5395013093948364,0.0282053854316473,-0.6888637542724609,-0.7653324007987976,0.7637013792991638,-0.5971589684486389,0.8089589476585388,"[-0.10508809983730316, -0.021562010049819946, -0.6255408525466919, 0.017416927963495255, -0.04739661514759064, -0.9987239837646484, -5.983468532562256, -0.33775636553764343, -0.025144753977656364, 0.05533576011657715]"
5,7.662440475542098e-05,0.0,570.2966918945312,0.0,0.0,0.0,0.0,0.0,0.0,4.7949088184395805e-05,0.0,356.87335205078125,-0.09852340817451477,-0.07467388361692429,-0.2465134710073471,-0.1933472454547882,-0.1474887579679489,0.14622735977172852,0.12563493847846985,0.5117695331573486,-0.5458187460899353,0.09037381410598755,-0.768082320690155,-0.867087185382843,0.9279645085334778,-0.8365980982780457,0.912519097328186,"[-0.09852340817451477, -0.07467388361692429, -0.2465134710073471, 0.0250957440584898, -0.06941311806440353, -0.9972720146179199, -5.980149745941162, -0.3362186849117279, -0.008055864833295345, 0.05527067184448242]"
6,5.396388587541878e-05,0.0,401.6399841308594,0.0,0.0,0.0,0.0,0.0,0.0,3.192662188666873e-05,0.0,237.6220245361328,-0.21327795088291168,-0.1446894407272339,-0.10248999297618866,-0.20849323272705078,-0.13996993005275726,0.09900673478841782,0.11469694972038269,0.5097945928573608,-0.5485518574714661,0.2960870862007141,-0.8124527335166931,-0.8851384520530701,1.1086710691452026,-1.1097357273101807,0.9624547362327576,"[-0.21327795088291168, -0.1446894407272339, -0.10248999297618866, 0.025355972349643707, -0.08946982771158218, -0.9956666827201843, -5.973361015319824, -0.3333861827850342, -0.0014961960259824991, 0.055438995361328125]"
7,4.2120591388083994e-05,0.0,313.4932861328125,0.0,0.0,0.0,0.0,0.0,0.0,3.0931183573557064e-05,0.0,230.21324157714844,-0.3517245948314667,-0.20049872994422913,-0.06092227250337601,-0.205756276845932,-0.150135338306427,0.06493958830833435,0.11639570444822311,0.48570939898490906,-0.568103015422821,0.5429264903068542,-0.8514007329940796,-0.8725427985191345,1.2184034585952759,-1.3112454414367676,0.9935703873634338,"[-0.3517245948314667, -0.20049872994422913, -0.06092227250337601, 0.022443896159529686, -0.10040948539972305, -0.9946929812431335, -5.960660934448242, -0.34318462014198303, 0.0019556283950805664, 0.058281898498535156]"
8,4.6380318963201717e-05,0.0,345.1973876953125,0.0,0.0,0.0,0.0,0.0,0.0,2.8707367164315656e-05,0.0,213.6619110107422,-0.4910826086997986,-0.27611079812049866,0.017400164157152176,-0.1861971616744995,-0.18123535811901093,0.06907679885625839,0.12723848223686218,0.4392755925655365,-0.6078207492828369,0.7494791746139526,-0.8889521360397339,-0.8340533971786499,1.187498927116394,-1.3173397779464722,1.0074819326400757,"[-0.4910826086997986, -0.27611079812049866, 0.017400164157152176, 0.018249444663524628, -0.10395389795303345, -0.9944144487380981, -5.940779209136963, -0.37939029932022095, 0.003523409366607666, 0.06602048873901367]"
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.627916157245636,-0.314477801322937,-0.035617612302303314,-0.14585421979427338,-0.23563452064990997,0.13433650135993958,0.14390134811401367,0.36202967166900635,-0.6802893877029419,0.8208050727844238,-0.9173303246498108,-0.749301552772522,1.0360528230667114,-1.259264349937439,1.0254385471343994,"[-0.627916157245636, -0.314477801322937, -0.035617612302303314, 0.004138471558690071, -0.09689915925264359, -0.9952857494354248, -5.912075042724609, -0.4453013837337494, 0.00343227363191545, 0.07923030853271484]"
