Time,LF_FOOT_X,LF_FOOT_Y,LF_FOOT_Z,LH_FOOT_X,LH_FOOT_Y,LH_FOOT_Z,RF_FOOT_X,RF_FOOT_Y,RF_FOOT_Z,RH_FOOT_X,RH_FOOT_Y,RH_FOOT_Z,Base_lin_vel_X,Base_lin_vel_Y,Base_lin_vel_Z,joint0_pos,joint1_pos,joint2_pos,joint3_pos,joint4_pos,joint5_pos,joint6_pos,joint7_pos,joint8_pos,joint9_pos,joint10_pos,joint11_pos,obs
0,6.125769868958741e-05,0.0,455.926025390625,0.0,0.0,0.0,7.176976941991597e-05,0.0,534.1648559570312,0.0,0.0,0.0,-0.4907851219177246,-0.040096450597047806,-0.06423531472682953,0.03231848403811455,0.010132418014109135,0.03071431815624237,-0.0020435783080756664,0.4557268023490906,-0.30556538701057434,0.5980827212333679,-0.3105267584323883,-0.7077454328536987,0.9078929424285889,-0.5694758296012878,0.9193939566612244,"[-0.4907851219177246, -0.040096450597047806, -0.06423531472682953, -1.4488433599472046, -1.3511453866958618, -0.7389123439788818, -0.01789453811943531, 0.02456034906208515, -0.9995381832122803, 0.699999988079071, 0.0, 0.24593889713287354, 0.03231848403811455, 0.010132418014109135, 0.03071431815624237, -0.0020435783080756664, 0.0557267963886261, 0.09443461894989014, 0.19808271527290344, 0.08947324752807617, 0.09225457906723022, 0.10789293050765991, 0.2305241823196411, 0.11939394474029541, 1.9581412076950073, -0.9942722916603088, 1.8365508317947388, -1.3270107507705688, 1.4928901195526123, -1.7769590616226196, 2.1653292179107666, -1.4612544775009155, -1.1402840614318848, -5.141117095947266, -3.1590638160705566, -6.750177383422852, 3.42899227142334, -1.791836142539978, 2.4229862689971924, -2.549931526184082, -4.086156845092773, -3.028435468673706, -5.1749467849731445, -4.428652286529541, 2.2383315563201904, -1.239372968673706, 8.702828407287598, -2.388671636581421, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
1,0.0,0.0,0.0,3.604696030379273e-05,0.0,268.2886962890625,0.0,0.0,0.0,0.0,0.0,0.0,-0.6219884157180786,-0.08147300034761429,-0.11040382087230682,0.09416486322879791,-0.003833097405731678,0.08054808527231216,-0.029236184433102608,0.44064968824386597,-0.36509671807289124,0.6362976431846619,-0.3536141812801361,-0.7077496647834778,0.9253477454185486,-0.6360931992530823,0.7811607718467712,"[-0.6219884157180786, -0.08147300034761429, -0.11040382087230682, -1.9632518291473389, -1.2574695348739624, -0.8632702231407166, -0.04646209254860878, 0.06361144781112671, -0.9968929886817932, 0.699999988079071, 0.0, 0.2544635534286499, 0.09416486322879791, -0.003833097405731678, 0.08054808527231216, -0.029236184433102608, 0.04064968228340149, 0.03490328788757324, 0.2362976372241974, 0.04638582468032837, -4.231929779052734e-06, 0.12534773349761963, 0.16390681266784668, -0.018839240074157715, 2.4787750244140625, 1.2780249118804932, 2.6390116214752197, -0.8864079713821411, -1.6508318185806274, -2.4759271144866943, 2.9297051429748535, -0.9727503061294556, -0.003762960433959961, 6.108212471008301, -5.671175003051758, -7.467369556427002, -0.9483109712600708, 0.4597943425178528, -0.5581508874893188, 1.2735105752944946, -0.17977875471115112, 0.1611638069152832, 2.1346349716186523, 1.6430772542953491, 1.2146775722503662, -1.0712321996688843, -9.44835090637207, -0.8785504102706909, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2,0.0,0.0,0.0,4.206445737509057e-05,0.0,313.0754699707031,0.0,0.0,0.0,0.0001046107427100651,0.0,778.5922241210938,-0.46516773104667664,-0.03155366703867912,-0.03198469057679176,0.0908069834113121,0.00703058484941721,0.09334944188594818,-0.03581322729587555,0.3839271664619446,-0.3974967896938324,0.7262736558914185,-0.33603522181510925,-0.7077460289001465,0.9954291582107544,-0.7865846157073975,0.7091700434684753,"[-0.46516773104667664, -0.03155366703867912, -0.03198469057679176, -0.7784004807472229, -0.45515090227127075, -0.30642783641815186, -0.06466425210237503, 0.0808539092540741, -0.9946264028549194, 0.699999988079071, 0.0, 0.2584007978439331, 0.0908069834113121, 0.00703058484941721, 0.09334944188594818, -0.03581322729587555, -0.016072839498519897, 0.00250321626663208, 0.326273649930954, 0.06396478414535522, -5.960464477539062e-07, 0.19542914628982544, 0.013415396213531494, -0.09082996845245361, -1.3854248523712158, 0.5060725808143616, -0.3716910481452942, 0.6084827184677124, -3.149193286895752, -1.7197694778442383, 4.896030426025391, -0.8945397734642029, -2.288818359375e-05, 2.797553062438965, -7.438045978546143, 0.40135860443115234, -1.1193233728408813, 0.04053737223148346, -1.1504337787628174, 1.3744899034500122, 0.29577362537384033, 1.2326172590255737, 1.828149437904358, 2.9898104667663574, 1.5273865461349487, -0.5048549175262451, -9.35649585723877, -0.8287692666053772, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0]"
3,0.0,0.0,0.0,4.224767690175213e-05,0.0,314.43914794921875,0.0,0.0,0.0,5.005507046007551e-05,0.0,372.5476379394531,-0.22428841888904572,0.0652628242969513,0.06543440371751785,0.022753583267331123,0.01301993615925312,0.04016133397817612,-0.029612023383378983,0.3359118103981018,-0.41468778252601624,0.833713948726654,-0.35479918122291565,-0.7077453136444092,1.0070321559906006,-0.9361162185668945,0.720448911190033,"[-0.22428841888904572, 0.0652628242969513, 0.06543440371751785, -0.4249148964881897, 0.39086008071899414, 0.037035178393125534, -0.0636935830116272, 0.08995988219976425, -0.9939064979553223, 0.699999988079071, 0.0, 0.2592126131057739, 0.022753583267331123, 0.01301993615925312, 0.04016133397817612, -0.029612023383378983, -0.06408819556236267, -0.014687776565551758, 0.4337139427661896, 0.04520082473754883, 1.1920928955078125e-07, 0.20703214406967163, -0.13611620664596558, -0.079551100730896, -4.130251407623291, 0.29721981287002563, -3.8582091331481934, 0.32038217782974243, -1.795721411705017, -1.0844298601150513, 5.5040411949157715, -0.9829695820808411, -0.001295817899517715, 0.44626834988594055, -7.506250858306885, 0.12062031030654907, -1.1469794511795044, 0.3369417190551758, -1.0606918334960938, 0.8332374095916748, 0.6305631399154663, 0.6837190985679626, 1.9527523517608643, 2.017714023590088, 1.5659615993499756, -0.6974865198135376, -12.235222816467285, -0.6325349807739258, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0]"
4,8.239338058046997e-05,0.0,613.2338256835938,3.539260433171876e-05,0.0,263.4184875488281,0.0,0.0,0.0,4.6052711695665494e-05,0.0,342.75909423828125,-0.08599323034286499,-0.001437794417142868,0.2142057567834854,-0.012633396312594414,0.013261513784527779,-0.06535247713327408,-0.030571112409234047,0.31526774168014526,-0.41610050201416016,0.9479288458824158,-0.34220460057258606,-0.7162179946899414,0.9812427163124084,-1.0810084342956543,0.677741527557373,"[-0.08599323034286499, -0.001437794417142868, 0.2142057567834854, 0.8018283247947693, 0.35008904337882996, 0.03593393787741661, -0.05332459509372711, 0.09018008410930634, -0.994496762752533, 0.699999988079071, 0.0, 0.2585383653640747, -0.012633396312594414, 0.013261513784527779, -0.06535247713327408, -0.030571112409234047, -0.08473226428031921, -0.01610049605369568, 0.5479288101196289, 0.05779540538787842, -0.008472561836242676, 0.1812427043914795, -0.28100842237472534, -0.12225848436355591, -0.808260440826416, -0.7699764370918274, -6.140044689178467, -0.681865930557251, -0.603233814239502, 0.21261167526245117, 5.804464817047119, 0.027472496032714844, 0.21063332259655, -1.4826713800430298, -7.315707683563232, -0.8924351930618286, -0.6952455043792725, -0.11290694773197174, -0.8391621708869934, 0.4491429626941681, 0.5045297741889954, 1.1341094970703125, 2.111475706100464, 2.1643993854522705, 1.3308309316635132, -0.4756622612476349, -16.3331298828125, -0.4831356406211853, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5,0.0,0.0,0.0,3.366090095369145e-05,0.0,250.5298614501953,0.0,0.0,0.0,5.546156535274349e-05,0.0,412.786865234375,0.07047152519226074,-0.00869634747505188,0.26220279932022095,-0.04546648636460304,-0.009361659176647663,-0.18742635846138,-0.05270102247595787,0.31067970395088196,-0.3945847749710083,1.0722073316574097,-0.3205191195011139,-0.7075904011726379,0.9288023710250854,-1.229432225227356,0.6449241638183594,"[0.07047152519226074, -0.00869634747505188, 0.26220279932022095, 0.770258903503418, 0.4772275388240814, 0.02532847970724106, -0.04701399430632591, 0.06635478138923645, -0.9966880679130554, 0.699999988079071, 0.0, 0.25815093517303467, -0.04546648636460304, -0.009361659176647663, -0.18742635846138, -0.05270102247595787, -0.08932030200958252, 0.005415230989456177, 0.6722073554992676, 0.07948088645935059, 0.00015503168106079102, 0.1288023591041565, -0.429432213306427, -0.15507584810256958, -1.579413652420044, -0.7134479880332947, -5.050760746002197, -0.8347501754760742, 0.8032095432281494, 0.8539862632751465, 6.2710676193237305, -0.0998845249414444, -1.5318684577941895, -2.3393640518188477, -7.349390506744385, -0.4481298625469208, -0.7498136758804321, 0.00867067277431488, -0.5424227714538574, 0.6873723268508911, 0.6144596338272095, 1.102475881576538, 1.8963215351104736, 0.9988599419593811, 1.1476579904556274, -0.904582679271698, -20.025047302246094, -0.6591124534606934, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
6,0.0,0.0,0.0,3.4702497941907495e-05,0.0,258.2821960449219,0.0,0.0,0.0,1.948943463503383e-06,0.0,14.505508422851562,0.1609991490840912,-0.08481541275978088,0.2704008221626282,-0.05807754397392273,-0.012166790664196014,-0.23611561954021454,-0.05339622125029564,0.3184569180011749,-0.3674812316894531,1.2040114402770996,-0.2946830987930298,-0.7080676555633545,0.8709098696708679,-1.3791124820709229,0.5973405838012695,"[0.1609991490840912, -0.08481541275978088, 0.2704008221626282, 0.04583116993308067, 0.43839913606643677, 0.07762441039085388, -0.0385151132941246, 0.060521937906742096, -0.9974232912063599, 0.699999988079071, 0.0, 0.2578085660934448, -0.05807754397392273, -0.012166790664196014, -0.23611561954021454, -0.05339622125029564, -0.08154308795928955, 0.03251877427101135, 0.8040114641189575, 0.10531690716743469, -0.0003222227096557617, 0.07090985774993896, -0.5791124701499939, -0.20265942811965942, -0.29675614833831787, 0.18800924718379974, -0.8050763010978699, 0.6026268601417542, 0.37994927167892456, 1.075378179550171, 6.7331438064575195, 1.4728806018829346, 0.046723976731300354, -2.4588615894317627, -7.506505012512207, -1.90436851978302, -0.4932413399219513, -0.23618803918361664, -0.1310884952545166, 0.5848350524902344, 0.260578453540802, 1.2221463918685913, 2.0364325046539307, 0.44411247968673706, 1.0262455940246582, -0.8889025449752808, -22.9312744140625, -0.2975045442581177, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
7,0.0,0.0,0.0,3.370868944330141e-05,0.0,250.88552856445312,0.0,0.0,0.0,0.0,0.0,0.0,0.193006232380867,-0.13866956532001495,0.2396349012851715,-0.059368208050727844,-0.00833889190107584,-0.21263043582439423,-0.01729285530745983,0.3185441792011261,-0.33765265345573425,1.338895559310913,-0.2731054127216339,-0.704961895942688,0.8111214637756348,-1.5291974544525146,0.6157948970794678,"[0.193006232380867, -0.13866956532001495, 0.2396349012851715, 0.15143632888793945, 0.49616214632987976, 0.037293754518032074, -0.029892697930336, 0.05893898755311966, -0.9978139996528625, 0.699999988079071, 0.0, 0.25753891468048096, -0.059368208050727844, -0.00833889190107584, -0.21263043582439423, -0.01729285530745983, -0.08145582675933838, 0.062347352504730225, 0.938895583152771, 0.12689459323883057, 0.002783536911010742, 0.01112145185470581, -0.7291974425315857, -0.18420511484146118, -0.028144139796495438, 0.12106747925281525, 2.1970036029815674, 2.3595919609069824, -0.028574585914611816, 1.2159639596939087, 6.680874347686768, 0.7955345511436462, -1.7560043334960938, -2.690387010574341, -7.5255022048950195, 1.1291396617889404, -0.38383790850639343, -0.124861940741539, 0.31166863441467285, 0.5625255107879639, 0.21546822786331177, 1.2986822128295898, 2.102757453918457, 0.018074698746204376, 1.0051982402801514, -0.9277395606040955, -24.876548767089844, -0.3208199441432953, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
8,3.628157628554618e-06,0.0,27.003490447998047,3.3157812140416354e-05,0.0,246.7854766845703,0.0,0.0,0.0,0.0,0.0,0.0,0.22355975210666656,-0.1578819304704666,0.18535912036895752,-0.060417257249355316,-0.008717745542526245,-0.13941100239753723,0.04023956507444382,0.3173477351665497,-0.30496832728385925,1.4653056859970093,-0.26739633083343506,-0.705466628074646,0.7440674901008606,-1.6785567998886108,0.618650496006012,"[0.22355975210666656, -0.1578819304704666, 0.18535912036895752, 0.36009302735328674, 0.6570471525192261, -0.022162944078445435, -0.018431182950735092, 0.05361831933259964, -0.9983912706375122, 0.699999988079071, 0.0, 0.25802767276763916, -0.060417257249355316, -0.008717745542526245, -0.13941100239753723, 0.04023956507444382, -0.0826522707939148, 0.09503167867660522, 1.0653057098388672, 0.13260367512702942, 0.0022788047790527344, -0.05593252182006836, -0.8785567879676819, -0.181349515914917, -0.13431495428085327, -0.09566159546375275, 4.3882737159729, 3.131843090057373, -0.09343969821929932, 1.3034954071044922, 6.062785625457764, 0.016806621104478836, -0.7212686538696289, -2.9391510486602783, -7.5089287757873535, -0.3653520941734314, -0.3888818323612213, 0.17967736721038818, 0.5744872689247131, 0.50848388671875, 0.116513192653656, 1.2055985927581787, 2.320598602294922, 0.3430335223674774, 1.2399765253067017, -0.9798385500907898, -27.080318450927734, -0.5240243673324585, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
9,6.536002729262691e-06,0.0,48.645870208740234,2.2125319446786307e-05,0.0,164.67335510253906,0.0,0.0,0.0,1.1271928997302894e-05,0.0,83.89421844482422,0.26638883352279663,-0.14858771860599518,0.1486758589744568,-0.06707996875047684,-0.015713097527623177,-0.039190229028463364,0.08853135257959366,0.31561478972435,-0.27015596628189087,1.5724595785140991,-0.259651243686676,-0.7091231942176819,0.6730857491493225,-1.8252842426300049,0.6193719506263733,"[0.26638883352279663, -0.14858771860599518, 0.1486758589744568, 0.8089538812637329, 0.5695455074310303, 0.015215481631457806, -0.006347580812871456, 0.04142850637435913, -0.9991217255592346, 0.699999988079071, 0.0, 0.2584735155105591, -0.06707996875047684, -0.015713097527623177, -0.039190229028463364, 0.08853135257959366, -0.0843852162361145, 0.1298440396785736, 1.172459602355957, 0.14034876227378845, -0.0013777613639831543, -0.12691426277160645, -1.0252842903137207, -0.18062806129455566, -0.5679953694343567, -0.6256081461906433, 5.287045001983643, 1.453028678894043, -0.006804518401622772, 1.502380609512329, 4.955205917358398, 1.119891881942749, -0.21867935359477997, -2.8596925735473633, -7.500552654266357, -0.5768738389015198, -0.6082452535629272, 0.18026360869407654, 0.7862647175788879, 0.26017239689826965, 0.1256510317325592, 0.6120847463607788, 2.557727575302124, 1.0385990142822266, 1.3496326208114624, -0.5338854789733887, -28.927989959716797, -0.862342357635498, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
