Time,LF_FOOT_X,LF_FOOT_Y,LF_FOOT_Z,LH_FOOT_X,LH_FOOT_Y,LH_FOOT_Z,RF_FOOT_X,RF_FOOT_Y,RF_FOOT_Z,RH_FOOT_X,RH_FOOT_Y,RH_FOOT_Z,Base_lin_vel_X,Base_lin_vel_Y,Base_lin_vel_Z,joint0_pos,joint1_pos,joint2_pos,joint3_pos,joint4_pos,joint5_pos,joint6_pos,joint7_pos,joint8_pos,joint9_pos,joint10_pos,joint11_pos
0,0.0,0.0,0.0,4.113607246836182e-06,0.0,30.616573333740234,0.0,0.0,0.0,0.0,0.0,0.0,-0.014742777682840824,0.04401262477040291,0.7129191756248474,-0.015113616362214088,-0.003637563670054078,-0.016797278076410294,-0.0043273442424833775,0.21626241505146027,-0.16567011177539825,0.15091900527477264,-0.2224643975496292,-0.3943830728530884,0.28324469923973083,-0.26718810200691223,0.39287078380584717
1,0.0,0.0,0.0,2.0093384591746144e-05,0.0,149.55015563964844,2.665726060513407e-05,0.0,198.40347290039062,0.0,0.0,0.0,0.0038664217572659254,0.02406981587409973,0.4688732922077179,-0.025947505608201027,0.011935927905142307,-0.02414008043706417,0.01678100973367691,0.3821135461330414,-0.25803738832473755,0.23047301173210144,-0.3842572867870331,-0.6628761887550354,0.43258732557296753,-0.3922129273414612,0.6919857859611511
2,0.0,0.0,0.0,3.7073339171911357e-06,0.0,27.592777252197266,0.0,0.0,0.0,0.0,0.0,0.0,0.06317432224750519,0.019017130136489868,0.10637500882148743,-0.023277651518583298,0.03923795744776726,-0.004349010530859232,0.05678640678524971,0.5626152753829956,-0.30921801924705505,0.3177608251571655,-0.5056660175323486,-0.8283123970031738,0.4097805321216583,-0.3714945912361145,0.9291825890541077
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11977745592594147,-0.0216961819678545,-0.07814846932888031,-0.06907008588314056,0.042869482189416885,0.031700607389211655,0.08128485828638077,0.6893875002861023,-0.2864338457584381,0.39715203642845154,-0.5386312007904053,-0.8503714799880981,0.3681081235408783,-0.47151631116867065,0.8747656941413879
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75652879383415e-05,0.0,577.2994384765625,0.12845759093761444,0.009156223386526108,-0.3945043683052063,-0.15054723620414734,-0.008645155467092991,0.09031934291124344,0.1313343048095703,0.7496557235717773,-0.2783374786376953,0.45315057039260864,-0.43282628059387207,-0.7467951774597168,0.5481025576591492,-0.7027779221534729,0.632778525352478
5,4.024017107440159e-05,0.0,299.4977111816406,0.0,0.0,0.0,0.0,0.0,0.0,4.401648402563296e-05,0.0,327.60394287109375,0.23137573897838593,0.1130986139178276,-0.1462620049715042,-0.14952068030834198,-0.1258680373430252,0.18146491050720215,0.15571390092372894,0.7949020266532898,-0.33273693919181824,0.40892940759658813,-0.4324064552783966,-0.8079286813735962,0.6872634887695312,-0.9125840067863464,0.5833404660224915
6,3.344703873153776e-05,0.0,248.9381103515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3440002202987671,0.05207688361406326,-0.32218632102012634,-0.17135506868362427,-0.27632102370262146,0.24039693176746368,0.15775640308856964,0.8595452904701233,-0.40884822607040405,0.39962831139564514,-0.3560984432697296,-0.9293277263641357,0.8240585327148438,-1.0218251943588257,0.5812340378761292
7,1.9862056433339603e-05,0.0,147.82843017578125,0.0,0.0,0.0,5.368211350287311e-05,0.0,399.5428466796875,1.9703153157024644e-05,0.0,146.645751953125,0.31291818618774414,0.009416740387678146,-0.42708757519721985,-0.20414352416992188,-0.35600003600120544,0.24504321813583374,0.1579716056585312,0.9273162484169006,-0.4253274202346802,0.43567872047424316,-0.20441320538520813,-0.9971159100532532,0.7986517548561096,-1.05790114402771,0.5261629819869995
8,0.0,0.0,0.0,7.397329318337142e-05,0.0,550.5651245117188,3.9695518353255466e-05,0.0,295.44403076171875,5.158518888492836e-06,0.0,38.39359664916992,0.28851741552352905,0.06416691839694977,-0.1451047658920288,-0.1597367376089096,-0.35790228843688965,0.26169824600219727,0.16539183259010315,0.9131737351417542,-0.38456201553344727,0.4924333691596985,-0.16215066611766815,-1.1399307250976562,0.7972525358200073,-1.0831907987594604,0.5832937955856323
9,0.0,0.0,0.0,3.945376010960899e-05,0.0,293.6446838378906,3.268580258009024e-05,0.0,243.27244567871094,0.0,0.0,0.0,0.3297406733036041,0.05775818973779678,-0.03424539044499397,-0.10545267164707184,-0.3705042898654938,0.2702210545539856,0.16970942914485931,0.7747447490692139,-0.3583816885948181,0.5287290215492249,-0.21876579523086548,-1.2659975290298462,0.8053280115127563,-1.1037814617156982,0.7515234351158142
