Time,LF_FOOT_X,LF_FOOT_Y,LF_FOOT_Z,LH_FOOT_X,LH_FOOT_Y,LH_FOOT_Z,RF_FOOT_X,RF_FOOT_Y,RF_FOOT_Z,RH_FOOT_X,RH_FOOT_Y,RH_FOOT_Z,Base_lin_vel_X,Base_lin_vel_Y,Base_lin_vel_Z,joint0_pos,joint1_pos,joint2_pos,joint3_pos,joint4_pos,joint5_pos,joint6_pos,joint7_pos,joint8_pos,joint9_pos,joint10_pos,joint11_pos
0,1.1166473086632323e-05,0.0,83.10932922363281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07485894858837128,0.3890640437602997,0.2554573714733124,-0.012608948163688183,-0.008453934453427792,-0.012856097891926765,-0.02314254269003868,0.44918179512023926,-0.3213635981082916,0.4576870799064636,-0.4438979923725128,-0.639530599117279,0.9333710670471191,-0.5579705834388733,0.733410656452179
1,9.208830306306481e-06,0.0,68.5390625,0.0,0.0,0.0,1.620166949578561e-05,0.0,120.58507537841797,0.0,0.0,0.0,0.06803014874458313,0.4124206304550171,0.21164679527282715,-0.026007574051618576,-0.03846423700451851,-0.02579050324857235,-0.04134852811694145,0.5181261897087097,-0.2879202365875244,0.5075166821479797,-0.39159664511680603,-0.7256034016609192,0.8811125159263611,-0.615522563457489,0.7256178855895996
2,9.592795322532766e-07,0.0,7.139683723449707,0.0,0.0,0.0,0.0,0.0,0.0,5.333157969289459e-05,0.0,396.9339294433594,0.0761631429195404,0.4513424336910248,0.06787501275539398,-0.07624437659978867,-0.060119159519672394,-0.045731671154499054,-0.03184281289577484,0.5693984627723694,-0.2674817740917206,0.5595147609710693,-0.3061453104019165,-0.7132761478424072,0.8119354844093323,-0.6470891833305359,0.6950598359107971
3,2.0993978978367522e-05,0.0,156.2530517578125,0.0,0.0,0.0,0.0,0.0,0.0,2.4666789613547735e-05,0.0,183.58888244628906,0.08598732948303223,0.4750118553638458,0.05656135082244873,-0.12175051122903824,-0.07250816375017166,-0.04540066793560982,-0.027491355314850807,0.6096758842468262,-0.2841564416885376,0.620214581489563,-0.28666436672210693,-0.7369216680526733,0.8246296644210815,-0.732605516910553,0.70020592212677
4,3.170788841089234e-05,0.0,235.99407958984375,0.0,0.0,0.0,0.0,0.0,0.0,4.900458225165494e-05,0.0,364.7291259765625,0.1276301145553589,0.5344547033309937,0.11099544912576675,-0.12498827278614044,-0.1005072221159935,-0.023067450150847435,-0.016685253009200096,0.6185758113861084,-0.3233419954776764,0.6729915142059326,-0.2515130043029785,-0.7328428626060486,0.8893648386001587,-0.8157622814178467,0.6731476783752441
5,2.676025906112045e-05,0.0,199.17005920410156,0.0,0.0,0.0,0.0,0.0,0.0,3.864465543301776e-05,0.0,287.6227111816406,0.16046959161758423,0.5840967893600464,0.11454439163208008,-0.13765953481197357,-0.14900822937488556,0.01332144159823656,-0.016330096870660782,0.6206939816474915,-0.37412911653518677,0.7172462344169617,-0.21712370216846466,-0.7168023586273193,0.9735873341560364,-0.9200814962387085,0.6498419046401978
6,2.4473371013300493e-05,0.0,182.14932250976562,0.0,0.0,0.0,0.0,0.0,0.0,3.4351909562246874e-05,0.0,255.67286682128906,0.19313250482082367,0.6227901577949524,0.0782405287027359,-0.15802383422851562,-0.19654546678066254,0.06093516945838928,-0.020952632650732994,0.6210278272628784,-0.4351022243499756,0.7498170733451843,-0.18296168744564056,-0.6947241425514221,1.0602089166641235,-1.0200170278549194,0.6338403224945068
7,2.3442722522304393e-05,0.0,174.47845458984375,0.0,0.0,0.0,0.0,0.0,0.0,3.946372089558281e-05,0.0,293.71881103515625,0.24396729469299316,0.6659857630729675,0.05391224846243858,-0.18350408971309662,-0.23680061101913452,0.11199603229761124,-0.027616441249847412,0.6217739582061768,-0.49823617935180664,0.7679358124732971,-0.14761853218078613,-0.6710451245307922,1.1210577487945557,-1.0959155559539795,0.621640682220459
8,2.190315535699483e-05,0.0,163.01983642578125,0.0,0.0,0.0,0.0,0.0,0.0,3.8538222725037485e-05,0.0,286.83056640625,0.3144157826900482,0.7054712772369385,0.03888697549700737,-0.20972102880477905,-0.2636685073375702,0.16422469913959503,-0.032852694392204285,0.6247029900550842,-0.5497544407844543,0.769307553768158,-0.10686304420232773,-0.6487438082695007,1.1382238864898682,-1.1231876611709595,0.6036944389343262
9,1.8547601939644665e-05,0.0,138.04525756835938,1.5059018551255576e-05,0.0,112.0805892944336,0.0,0.0,0.0,3.0993953259894624e-05,0.0,230.680419921875,0.3900647461414337,0.7404846549034119,0.020048361271619797,-0.23430976271629333,-0.273745059967041,0.2161971479654312,-0.035217609256505966,0.6310617923736572,-0.5748422145843506,0.7535864114761353,-0.058892566710710526,-0.629631757736206,1.1435600519180298,-1.0930657386779785,0.5753941535949707
